Year of User Created On	Campaign	Year of User Created On	Device Type	Attribution Created On	Created On	Date	Device Created On	Device Id	Item Id	Name	Operating System	Sale Id	User Created On	Weekday (group)	Amount	Max Of Weekday	Min of Weekday	Number of Records	Weekday
2016	T6E9B9	2016	iOS	07-10-15 23:51	14-02-16 15:13	14-Feb-16	28-06-16 0:35	4068	21	ollydfh	iOS 10	3571	02-07-16 16:42	Saturday	214.8783029	6	6	1	6
2016	T6E9B9	2016	iOS	29-12-15 11:16	06-11-16 12:49	06-Nov-16	29-12-15 11:17	2084	54	kdgrejn	iOS 10	9705	27-08-16 16:20	Saturday	325.6317973	6	6	1	6
2016	T6E9B9	2016	iOS	29-12-15 11:16	06-11-16 12:49	06-Nov-16	29-12-15 11:17	2084	72	kdgrejn	iOS 10	9705	27-08-16 16:20	Saturday	325.6317973	6	6	1	6
2016	T6E9B9	2016	iOS	29-12-15 11:16	15-05-16 4:07	15-May-16	29-12-15 11:17	2084	89	kdgrejn	iOS 10	5127	27-08-16 16:20	Saturday	375.6376623	6	6	1	6
2016	T6E9B9	2016	iOS	27-02-16 7:49	07-08-16 14:10	07-Aug-16	27-02-16 7:49	308	105	ezenhkd	iOS 10	7089	27-02-16 23:51	Saturday	81.50171974	6	6	1	6
2016	T6E9B9	2016	iOS	27-02-16 7:49	07-08-16 14:10	07-Aug-16	27-02-16 7:49	308	105	yeufxlg	iOS 10	7089	17-11-16 13:17	Saturday	81.50171974	6	6	1	6
2016	T6E9B9	2016	iOS	27-02-16 7:49	07-08-16 14:10	07-Aug-16	27-02-16 7:49	308	115	ezenhkd	iOS 10	7089	27-02-16 23:51	Saturday	81.50171974	6	6	1	6
2016	T6E9B9	2016	iOS	27-02-16 7:49	07-08-16 14:10	07-Aug-16	27-02-16 7:49	308	115	yeufxlg	iOS 10	7089	17-11-16 13:17	Saturday	81.50171974	6	6	1	6
2016	T6E9B9	2016	iOS	29-12-15 11:16	04-12-16 6:21	04-Dec-16	29-12-15 11:17	2084	124	kdgrejn	iOS 10	10685	27-08-16 16:20	Saturday	426.4682012	6	6	1	6
2016	T6E9B9	2016	iOS	02-10-16 20:03	16-10-16 13:49	16-Oct-16	02-10-16 20:03	3865	127	bmgpztq	iOS 10	9046	26-07-16 11:31	Saturday	654.7784018	6	6	1	6
2016	T6E9B9	2016	iOS	02-10-16 20:03	16-10-16 13:49	16-Oct-16	02-10-16 20:03	3865	127	uqxofci	iOS 10	9046	02-10-16 20:09	Saturday	654.7784018	6	6	1	6
2016	T6E9B9	2016	iOS	29-12-15 11:16	14-08-16 5:04	14-Aug-16	29-12-15 11:17	2084	131	kdgrejn	iOS 10	7272	27-08-16 16:20	Saturday	349.5082798	6	6	1	6
2016	T6E9B9	2016	iOS	29-12-15 11:16	04-12-16 6:21	04-Dec-16	29-12-15 11:17	2084	139	kdgrejn	iOS 10	10685	27-08-16 16:20	Saturday	426.4682012	6	6	1	6
2016	T6E9B9	2016	iOS	29-12-15 11:16	04-12-16 6:21	04-Dec-16	29-12-15 11:17	2084	139	kdgrejn	iOS 10	10685	27-08-16 16:20	Saturday	426.4682012	6	6	1	6
2016	T6E9B9	2016	iOS	29-12-15 11:16	15-05-16 4:07	15-May-16	29-12-15 11:17	2084	158	kdgrejn	iOS 10	5127	27-08-16 16:20	Saturday	375.6376623	6	6	1	6
2016	T6E9B9	2016	iOS	02-10-16 20:03	07-08-16 5:27	07-Aug-16	02-10-16 20:03	3865	158	bmgpztq	iOS 10	7118	26-07-16 11:31	Saturday	535.8371034	6	6	1	6
2016	T6E9B9	2016	iOS	02-10-16 20:03	07-08-16 5:27	07-Aug-16	02-10-16 20:03	3865	158	uqxofci	iOS 10	7118	02-10-16 20:09	Saturday	535.8371034	6	6	1	6
2016	T6E9B9	2016	iOS	02-10-16 20:03	07-08-16 5:27	07-Aug-16	02-10-16 20:03	3865	165	bmgpztq	iOS 10	7118	26-07-16 11:31	Saturday	535.8371034	6	6	1	6
2016	T6E9B9	2016	iOS	02-10-16 20:03	07-08-16 5:27	07-Aug-16	02-10-16 20:03	3865	165	uqxofci	iOS 10	7118	02-10-16 20:09	Saturday	535.8371034	6	6	1	6
2016	T6E9B9	2016	iOS	29-12-15 11:16	26-06-16 8:46	26-Jun-16	29-12-15 11:17	2084	168	kdgrejn	iOS 10	6086	27-08-16 16:20	Saturday	379.2701466	6	6	1	6
2016	T6E9B9	2016	iOS	29-12-15 11:16	04-12-16 6:21	04-Dec-16	29-12-15 11:17	2084	168	kdgrejn	iOS 10	10685	27-08-16 16:20	Saturday	426.4682012	6	6	1	6
2016	T6E9B9	2016	iOS	29-12-15 11:16	26-06-16 8:46	26-Jun-16	29-12-15 11:17	2084	172	kdgrejn	iOS 10	6086	27-08-16 16:20	Saturday	379.2701466	6	6	1	6
2016	T6E9B9	2016	iOS	02-10-16 20:03	07-08-16 5:27	07-Aug-16	02-10-16 20:03	3865	174	bmgpztq	iOS 10	7118	26-07-16 11:31	Saturday	535.8371034	6	6	1	6
2016	T6E9B9	2016	iOS	02-10-16 20:03	07-08-16 5:27	07-Aug-16	02-10-16 20:03	3865	174	uqxofci	iOS 10	7118	02-10-16 20:09	Saturday	535.8371034	6	6	1	6
2016	T6E9B9	2016	iOS	29-12-15 11:16	15-05-16 4:07	15-May-16	29-12-15 11:17	2084	178	kdgrejn	iOS 10	5127	27-08-16 16:20	Saturday	375.6376623	6	6	1	6
2016	T6E9B9	2016	iOS	29-12-15 11:16	15-05-16 4:07	15-May-16	29-12-15 11:17	2084	184	kdgrejn	iOS 10	5127	27-08-16 16:20	Saturday	375.6376623	6	6	1	6
2014	Y59GNL	2014	iOS	30-11-13 3:53	11-01-15 6:37	11-Jan-15	13-01-14 12:42	47	67	yjkkxcz	iOS 10	532	13-01-14 15:26	Saturday	270.787085	6	6	1	6
2014	Y59GNL	2014	iOS	30-11-13 3:53	11-01-15 6:37	11-Jan-15	13-01-14 12:42	47	70	yjkkxcz	iOS 10	532	13-01-14 15:26	Saturday	270.787085	6	6	1	6
2014	Y59GNL	2014	iOS	30-11-13 3:53	11-01-15 6:37	11-Jan-15	13-01-14 12:42	47	93	yjkkxcz	iOS 10	532	13-01-14 15:26	Saturday	270.787085	6	6	1	6
2014	Y59GNL	2014	iOS	30-11-13 3:53	11-01-15 6:37	11-Jan-15	13-01-14 12:42	47	119	yjkkxcz	iOS 10	532	13-01-14 15:26	Saturday	270.787085	6	6	1	6
2014	Y59GNL	2014	iOS	30-11-13 3:53	11-01-15 6:37	11-Jan-15	13-01-14 12:42	47	123	yjkkxcz	iOS 10	532	13-01-14 15:26	Saturday	270.787085	6	6	1	6
2014	Y59GNL	2014	iOS	30-11-13 3:53	11-01-15 6:37	11-Jan-15	13-01-14 12:42	47	187	yjkkxcz	iOS 10	532	13-01-14 15:26	Saturday	270.787085	6	6	1	6
2016	6R883F	2016	iOS	23-02-14 19:23	08-01-17 6:26	08-Jan-17	24-11-15 9:38	4612	37	bfbktkl	iOS 20	12039	24-03-16 16:44	Saturday	357.2556018	6	6	1	6
2016	6R883F	2016	iOS	23-02-14 19:23	08-01-17 6:26	08-Jan-17	24-11-15 9:38	4612	37	ihfpkjh	iOS 20	12039	14-11-16 21:13	Saturday	357.2556018	6	6	1	6
2016	6R883F	2016	iOS	23-02-14 19:23	08-01-17 6:26	08-Jan-17	24-11-15 9:38	4612	91	bfbktkl	iOS 20	12039	24-03-16 16:44	Saturday	357.2556018	6	6	1	6
2016	6R883F	2016	iOS	23-02-14 19:23	08-01-17 6:26	08-Jan-17	24-11-15 9:38	4612	91	ihfpkjh	iOS 20	12039	14-11-16 21:13	Saturday	357.2556018	6	6	1	6
2016	6R883F	2016	iOS	23-02-14 19:23	08-01-17 6:26	08-Jan-17	24-11-15 9:38	4612	101	bfbktkl	iOS 20	12039	24-03-16 16:44	Saturday	357.2556018	6	6	1	6
2016	6R883F	2016	iOS	23-02-14 19:23	08-01-17 6:26	08-Jan-17	24-11-15 9:38	4612	101	ihfpkjh	iOS 20	12039	14-11-16 21:13	Saturday	357.2556018	6	6	1	6
2015	CPIAHO	2015	iOS	26-11-15 7:39	16-10-16 19:15	16-Oct-16	26-11-15 7:40	4723	171	llsjpjr	iOS 20	9055	26-11-15 17:53	Saturday	757.5062908	6	6	1	6
2014	D8IC8B	2014	iOS	25-04-15 14:03	04-01-15 2:44	04-Jan-15	22-12-14 23:13	2328	1	rnmyuid	iOS 20	503	23-12-14 15:02	Saturday	357.0546649	6	6	1	6
2014	D8IC8B	2014	iOS	25-04-15 14:03	04-01-15 2:44	04-Jan-15	22-12-14 23:13	2328	94	rnmyuid	iOS 20	503	23-12-14 15:02	Saturday	357.0546649	6	6	1	6
2014	D8IC8B	2014	iOS	25-04-15 14:03	21-06-15 22:27	21-Jun-15	22-12-14 23:13	2328	174	rnmyuid	iOS 20	1270	23-12-14 15:02	Saturday	312.5500046	6	6	1	6
2014	D8IC8B	2014	iOS	25-04-15 14:03	21-06-15 22:27	21-Jun-15	22-12-14 23:13	2328	179	rnmyuid	iOS 20	1270	23-12-14 15:02	Saturday	312.5500046	6	6	1	6
2016	GCP82I	2016	iOS	11-05-16 1:26	22-05-16 23:22	22-May-16	11-05-16 1:26	4692	36	vajomir	iOS 20	5282	11-05-16 14:06	Saturday	147.4254243	6	6	1	6
2016	GCP82I	2016	iOS	11-05-16 1:26	22-05-16 23:22	22-May-16	11-05-16 1:26	4692	36	qjictty	iOS 20	5282	14-07-16 21:49	Saturday	147.4254243	6	6	1	6
2016	GCP82I	2016	iOS	21-01-16 19:26	16-10-16 13:37	16-Oct-16	26-01-15 20:30	2253	150	notmbab	iOS 20	9033	29-06-16 21:54	Saturday	179.4644289	6	6	1	6
2016	GCP82I	2016	iOS	11-05-16 1:26	12-02-17 21:44	12-Feb-17	11-05-16 1:26	4692	171	vajomir	iOS 20	13445	11-05-16 14:06	Saturday	231.5720746	6	6	1	6
2016	GCP82I	2016	iOS	11-05-16 1:26	12-02-17 21:44	12-Feb-17	11-05-16 1:26	4692	171	qjictty	iOS 20	13445	14-07-16 21:49	Saturday	231.5720746	6	6	1	6
2016	GCP82I	2016	iOS	11-05-16 1:26	16-10-16 1:56	16-Oct-16	11-05-16 1:26	4692	172	vajomir	iOS 20	9053	11-05-16 14:06	Saturday	547.0043084	6	6	1	6
2016	GCP82I	2016	iOS	11-05-16 1:26	16-10-16 1:56	16-Oct-16	11-05-16 1:26	4692	172	qjictty	iOS 20	9053	14-07-16 21:49	Saturday	547.0043084	6	6	1	6
2016	GCP82I	2016	iOS	21-01-16 19:26	16-10-16 13:37	16-Oct-16	26-01-15 20:30	2253	173	notmbab	iOS 20	9033	29-06-16 21:54	Saturday	179.4644289	6	6	1	6
2016	GCP82I	2016	iOS	11-05-16 1:26	12-02-17 21:44	12-Feb-17	11-05-16 1:26	4692	177	vajomir	iOS 20	13445	11-05-16 14:06	Saturday	231.5720746	6	6	1	6
2016	GCP82I	2016	iOS	11-05-16 1:26	12-02-17 21:44	12-Feb-17	11-05-16 1:26	4692	177	qjictty	iOS 20	13445	14-07-16 21:49	Saturday	231.5720746	6	6	1	6
2016	GCP82I	2016	iOS	21-01-16 19:26	16-10-16 13:37	16-Oct-16	26-01-15 20:30	2253	187	notmbab	iOS 20	9033	29-06-16 21:54	Saturday	179.4644289	6	6	1	6
2016	GCP82I	2016	iOS	21-01-16 19:26	16-10-16 13:37	16-Oct-16	26-01-15 20:30	2253	188	notmbab	iOS 20	9033	29-06-16 21:54	Saturday	179.4644289	6	6	1	6
2016	GCP82I	2016	iOS	11-05-16 1:26	16-10-16 1:56	16-Oct-16	11-05-16 1:26	4692	189	vajomir	iOS 20	9053	11-05-16 14:06	Saturday	547.0043084	6	6	1	6
2016	GCP82I	2016	iOS	11-05-16 1:26	16-10-16 1:56	16-Oct-16	11-05-16 1:26	4692	189	qjictty	iOS 20	9053	14-07-16 21:49	Saturday	547.0043084	6	6	1	6
2016	GCP82I	2016	iOS	21-01-16 19:26	16-10-16 13:37	16-Oct-16	26-01-15 20:30	2253	190	notmbab	iOS 20	9033	29-06-16 21:54	Saturday	179.4644289	6	6	1	6
2016	GCP82I	2016	iOS	21-01-16 19:26	16-10-16 13:37	16-Oct-16	26-01-15 20:30	2253	191	notmbab	iOS 20	9033	29-06-16 21:54	Saturday	179.4644289	6	6	1	6
2016	GCP82I	2016	iOS	21-01-16 19:26	16-10-16 13:37	16-Oct-16	26-01-15 20:30	2253	194	notmbab	iOS 20	9033	29-06-16 21:54	Saturday	179.4644289	6	6	1	6
2016	GCP82I	2016	iOS	21-01-16 19:26	16-10-16 13:37	16-Oct-16	26-01-15 20:30	2253	199	notmbab	iOS 20	9033	29-06-16 21:54	Saturday	179.4644289	6	6	1	6
2016	HLWXVF	2016	iOS	14-12-14 23:47	18-09-16 12:07	18-Sep-16	04-04-16 9:30	162	123	prfhbjo	iOS 20	8215	04-04-16 13:01	Saturday	145.9608285	6	6	1	6
2016	HLWXVF	2016	iOS	21-10-15 2:38	07-08-16 0:32	07-Aug-16	07-01-16 12:03	2929	145	uijruqo	iOS 20	7114	07-01-16 21:51	Saturday	988.5196593	6	6	1	6
2013	OKAJCV	2013	iOS	06-02-16 18:52	13-12-15 0:42	13-Dec-15	09-12-13 11:36	2925	10	ujvhvhm	iOS 20	2725	09-12-13 16:08	Saturday	754.9323913	6	6	1	6
2013	OKAJCV	2013	iOS	06-02-16 18:52	13-12-15 0:42	13-Dec-15	09-12-13 11:36	2925	13	ujvhvhm	iOS 20	2725	09-12-13 16:08	Saturday	754.9323913	6	6	1	6
2013	OKAJCV	2013	iOS	06-02-16 18:52	31-07-16 2:25	31-Jul-16	09-12-13 11:36	2925	13	ujvhvhm	iOS 20	6928	09-12-13 16:08	Saturday	727.759994	6	6	1	6
2013	OKAJCV	2013	iOS	06-02-16 18:52	13-12-15 0:42	13-Dec-15	09-12-13 11:36	2925	15	ujvhvhm	iOS 20	2725	09-12-13 16:08	Saturday	754.9323913	6	6	1	6
2013	OKAJCV	2013	iOS	06-02-16 18:52	13-12-15 0:42	13-Dec-15	09-12-13 11:36	2925	20	ujvhvhm	iOS 20	2725	09-12-13 16:08	Saturday	754.9323913	6	6	1	6
2013	OKAJCV	2013	iOS	06-02-16 18:52	13-12-15 0:42	13-Dec-15	09-12-13 11:36	2925	20	ujvhvhm	iOS 20	2725	09-12-13 16:08	Saturday	754.9323913	6	6	1	6
2013	OKAJCV	2013	iOS	06-02-16 18:52	13-12-15 0:42	13-Dec-15	09-12-13 11:36	2925	22	ujvhvhm	iOS 20	2725	09-12-13 16:08	Saturday	754.9323913	6	6	1	6
2013	OKAJCV	2013	iOS	06-02-16 18:52	20-11-16 21:22	20-Nov-16	09-12-13 11:36	2925	45	ujvhvhm	iOS 20	10194	09-12-13 16:08	Saturday	767.4125846	6	6	1	6
2013	OKAJCV	2013	iOS	06-02-16 18:52	09-02-14 19:45	09-Feb-14	09-12-13 11:36	2925	54	ujvhvhm	iOS 20	32	09-12-13 16:08	Saturday	785.035778	6	6	1	6
2013	OKAJCV	2013	iOS	06-02-16 18:52	13-12-15 0:42	13-Dec-15	09-12-13 11:36	2925	57	ujvhvhm	iOS 20	2725	09-12-13 16:08	Saturday	754.9323913	6	6	1	6
2013	OKAJCV	2013	iOS	06-02-16 18:52	13-12-15 0:42	13-Dec-15	09-12-13 11:36	2925	57	ujvhvhm	iOS 20	2725	09-12-13 16:08	Saturday	754.9323913	6	6	1	6
2013	OKAJCV	2013	iOS	06-02-16 18:52	09-02-14 19:45	09-Feb-14	09-12-13 11:36	2925	66	ujvhvhm	iOS 20	32	09-12-13 16:08	Saturday	785.035778	6	6	1	6
2013	OKAJCV	2013	iOS	06-02-16 18:52	20-11-16 21:22	20-Nov-16	09-12-13 11:36	2925	67	ujvhvhm	iOS 20	10194	09-12-13 16:08	Saturday	767.4125846	6	6	1	6
2013	OKAJCV	2013	iOS	06-02-16 18:52	20-11-16 21:22	20-Nov-16	09-12-13 11:36	2925	69	ujvhvhm	iOS 20	10194	09-12-13 16:08	Saturday	767.4125846	6	6	1	6
2013	OKAJCV	2013	iOS	06-02-16 18:52	19-04-15 17:42	19-Apr-15	09-12-13 11:36	2925	71	ujvhvhm	iOS 20	890	09-12-13 16:08	Saturday	766.9218397	6	6	1	6
2013	OKAJCV	2013	iOS	06-02-16 18:52	20-11-16 21:22	20-Nov-16	09-12-13 11:36	2925	79	ujvhvhm	iOS 20	10194	09-12-13 16:08	Saturday	767.4125846	6	6	1	6
2013	OKAJCV	2013	iOS	06-02-16 18:52	20-11-16 21:22	20-Nov-16	09-12-13 11:36	2925	95	ujvhvhm	iOS 20	10194	09-12-13 16:08	Saturday	767.4125846	6	6	1	6
2013	OKAJCV	2013	iOS	06-02-16 18:52	19-04-15 17:42	19-Apr-15	09-12-13 11:36	2925	106	ujvhvhm	iOS 20	890	09-12-13 16:08	Saturday	766.9218397	6	6	1	6
2013	OKAJCV	2013	iOS	06-02-16 18:52	20-11-16 21:22	20-Nov-16	09-12-13 11:36	2925	106	ujvhvhm	iOS 20	10194	09-12-13 16:08	Saturday	767.4125846	6	6	1	6
2013	OKAJCV	2013	iOS	06-02-16 18:52	20-11-16 21:22	20-Nov-16	09-12-13 11:36	2925	119	ujvhvhm	iOS 20	10194	09-12-13 16:08	Saturday	767.4125846	6	6	1	6
2013	OKAJCV	2013	iOS	06-02-16 18:52	20-11-16 21:22	20-Nov-16	09-12-13 11:36	2925	142	ujvhvhm	iOS 20	10194	09-12-13 16:08	Saturday	767.4125846	6	6	1	6
2013	OKAJCV	2013	iOS	06-02-16 18:52	03-01-16 20:20	03-Jan-16	09-12-13 11:36	2925	149	ujvhvhm	iOS 20	2992	09-12-13 16:08	Saturday	774.7460609	6	6	1	6
2013	OKAJCV	2013	iOS	06-02-16 18:52	03-01-16 20:20	03-Jan-16	09-12-13 11:36	2925	162	ujvhvhm	iOS 20	2992	09-12-13 16:08	Saturday	774.7460609	6	6	1	6
2013	OKAJCV	2013	iOS	06-02-16 18:52	24-04-16 11:04	24-Apr-16	09-12-13 11:36	2925	163	ujvhvhm	iOS 20	4740	09-12-13 16:08	Saturday	694.6158971	6	6	1	6
2013	OKAJCV	2013	iOS	06-02-16 18:52	24-04-16 11:04	24-Apr-16	09-12-13 11:36	2925	166	ujvhvhm	iOS 20	4740	09-12-13 16:08	Saturday	694.6158971	6	6	1	6
2013	OKAJCV	2013	iOS	06-02-16 18:52	24-04-16 11:04	24-Apr-16	09-12-13 11:36	2925	175	ujvhvhm	iOS 20	4740	09-12-13 16:08	Saturday	694.6158971	6	6	1	6
2013	OKAJCV	2013	iOS	06-02-16 18:52	24-04-16 11:04	24-Apr-16	09-12-13 11:36	2925	191	ujvhvhm	iOS 20	4740	09-12-13 16:08	Saturday	694.6158971	6	6	1	6
2015	OXIJAT	2015	iOS	31-10-15 22:32	25-12-16 11:39	25-Dec-16	31-10-15 22:32	65	76	xlbshkz	iOS 20	11441	01-11-15 14:11	Saturday	623.1448547	6	6	1	6
2015	OXIJAT	2015	iOS	31-10-15 22:32	25-12-16 11:39	25-Dec-16	31-10-15 22:32	65	79	xlbshkz	iOS 20	11441	01-11-15 14:11	Saturday	623.1448547	6	6	1	6
2015	OXIJAT	2015	iOS	31-10-15 22:32	25-12-16 11:39	25-Dec-16	31-10-15 22:32	65	80	xlbshkz	iOS 20	11441	01-11-15 14:11	Saturday	623.1448547	6	6	1	6
2015	OXIJAT	2015	iOS	31-10-15 22:32	24-01-16 8:33	24-Jan-16	31-10-15 22:32	65	92	xlbshkz	iOS 20	3261	01-11-15 14:11	Saturday	61.58394795	6	6	1	6
2015	OXIJAT	2015	iOS	31-10-15 22:32	24-01-16 8:33	24-Jan-16	31-10-15 22:32	65	94	xlbshkz	iOS 20	3261	01-11-15 14:11	Saturday	61.58394795	6	6	1	6
2015	OXIJAT	2015	iOS	31-10-15 22:32	25-12-16 11:39	25-Dec-16	31-10-15 22:32	65	105	xlbshkz	iOS 20	11441	01-11-15 14:11	Saturday	623.1448547	6	6	1	6
2015	OXIJAT	2015	iOS	31-10-15 22:32	24-01-16 8:33	24-Jan-16	31-10-15 22:32	65	119	xlbshkz	iOS 20	3261	01-11-15 14:11	Saturday	61.58394795	6	6	1	6
2015	OXIJAT	2015	iOS	31-10-15 22:32	25-12-16 11:39	25-Dec-16	31-10-15 22:32	65	132	xlbshkz	iOS 20	11441	01-11-15 14:11	Saturday	623.1448547	6	6	1	6
2015	OXIJAT	2015	iOS	14-12-15 12:23	10-04-16 22:53	10-Apr-16	14-12-15 12:24	2555	142	giusfcr	iOS 20	4497	14-12-15 17:13	Saturday	278.8016223	6	6	1	6
2015	OXIJAT	2015	iOS	14-12-15 12:23	10-04-16 22:53	10-Apr-16	14-12-15 12:24	2555	164	giusfcr	iOS 20	4497	14-12-15 17:13	Saturday	278.8016223	6	6	1	6
2015	OXIJAT	2015	iOS	31-10-15 22:32	24-01-16 8:33	24-Jan-16	31-10-15 22:32	65	170	xlbshkz	iOS 20	3261	01-11-15 14:11	Saturday	61.58394795	6	6	1	6
2013	Z53CMW	2013	iOS	21-08-14 15:17	13-12-15 0:42	13-Dec-15	09-12-13 11:36	2925	10	ujvhvhm	iOS 20	2725	09-12-13 16:08	Saturday	754.9323913	6	6	1	6
2013	Z53CMW	2013	iOS	21-08-14 15:17	13-12-15 0:42	13-Dec-15	09-12-13 11:36	2925	13	ujvhvhm	iOS 20	2725	09-12-13 16:08	Saturday	754.9323913	6	6	1	6
2013	Z53CMW	2013	iOS	21-08-14 15:17	31-07-16 2:25	31-Jul-16	09-12-13 11:36	2925	13	ujvhvhm	iOS 20	6928	09-12-13 16:08	Saturday	727.759994	6	6	1	6
2013	Z53CMW	2013	iOS	21-08-14 15:17	13-12-15 0:42	13-Dec-15	09-12-13 11:36	2925	15	ujvhvhm	iOS 20	2725	09-12-13 16:08	Saturday	754.9323913	6	6	1	6
2013	Z53CMW	2013	iOS	21-08-14 15:17	13-12-15 0:42	13-Dec-15	09-12-13 11:36	2925	20	ujvhvhm	iOS 20	2725	09-12-13 16:08	Saturday	754.9323913	6	6	1	6
2013	Z53CMW	2013	iOS	21-08-14 15:17	13-12-15 0:42	13-Dec-15	09-12-13 11:36	2925	20	ujvhvhm	iOS 20	2725	09-12-13 16:08	Saturday	754.9323913	6	6	1	6
2013	Z53CMW	2013	iOS	21-08-14 15:17	13-12-15 0:42	13-Dec-15	09-12-13 11:36	2925	22	ujvhvhm	iOS 20	2725	09-12-13 16:08	Saturday	754.9323913	6	6	1	6
2013	Z53CMW	2013	iOS	21-08-14 15:17	20-11-16 21:22	20-Nov-16	09-12-13 11:36	2925	45	ujvhvhm	iOS 20	10194	09-12-13 16:08	Saturday	767.4125846	6	6	1	6
2013	Z53CMW	2013	iOS	21-08-14 15:17	09-02-14 19:45	09-Feb-14	09-12-13 11:36	2925	54	ujvhvhm	iOS 20	32	09-12-13 16:08	Saturday	785.035778	6	6	1	6
2013	Z53CMW	2013	iOS	21-08-14 15:17	13-12-15 0:42	13-Dec-15	09-12-13 11:36	2925	57	ujvhvhm	iOS 20	2725	09-12-13 16:08	Saturday	754.9323913	6	6	1	6
2013	Z53CMW	2013	iOS	21-08-14 15:17	13-12-15 0:42	13-Dec-15	09-12-13 11:36	2925	57	ujvhvhm	iOS 20	2725	09-12-13 16:08	Saturday	754.9323913	6	6	1	6
2013	Z53CMW	2013	iOS	21-08-14 15:17	09-02-14 19:45	09-Feb-14	09-12-13 11:36	2925	66	ujvhvhm	iOS 20	32	09-12-13 16:08	Saturday	785.035778	6	6	1	6
2013	Z53CMW	2013	iOS	21-08-14 15:17	20-11-16 21:22	20-Nov-16	09-12-13 11:36	2925	67	ujvhvhm	iOS 20	10194	09-12-13 16:08	Saturday	767.4125846	6	6	1	6
2013	Z53CMW	2013	iOS	21-08-14 15:17	20-11-16 21:22	20-Nov-16	09-12-13 11:36	2925	69	ujvhvhm	iOS 20	10194	09-12-13 16:08	Saturday	767.4125846	6	6	1	6
2013	Z53CMW	2013	iOS	21-08-14 15:17	19-04-15 17:42	19-Apr-15	09-12-13 11:36	2925	71	ujvhvhm	iOS 20	890	09-12-13 16:08	Saturday	766.9218397	6	6	1	6
2013	Z53CMW	2013	iOS	21-08-14 15:17	20-11-16 21:22	20-Nov-16	09-12-13 11:36	2925	79	ujvhvhm	iOS 20	10194	09-12-13 16:08	Saturday	767.4125846	6	6	1	6
2013	Z53CMW	2013	iOS	21-08-14 15:17	20-11-16 21:22	20-Nov-16	09-12-13 11:36	2925	95	ujvhvhm	iOS 20	10194	09-12-13 16:08	Saturday	767.4125846	6	6	1	6
2013	Z53CMW	2013	iOS	21-08-14 15:17	19-04-15 17:42	19-Apr-15	09-12-13 11:36	2925	106	ujvhvhm	iOS 20	890	09-12-13 16:08	Saturday	766.9218397	6	6	1	6
2013	Z53CMW	2013	iOS	21-08-14 15:17	20-11-16 21:22	20-Nov-16	09-12-13 11:36	2925	106	ujvhvhm	iOS 20	10194	09-12-13 16:08	Saturday	767.4125846	6	6	1	6
2013	Z53CMW	2013	iOS	21-08-14 15:17	20-11-16 21:22	20-Nov-16	09-12-13 11:36	2925	119	ujvhvhm	iOS 20	10194	09-12-13 16:08	Saturday	767.4125846	6	6	1	6
2013	Z53CMW	2013	iOS	21-08-14 15:17	20-11-16 21:22	20-Nov-16	09-12-13 11:36	2925	142	ujvhvhm	iOS 20	10194	09-12-13 16:08	Saturday	767.4125846	6	6	1	6
2013	Z53CMW	2013	iOS	21-08-14 15:17	03-01-16 20:20	03-Jan-16	09-12-13 11:36	2925	149	ujvhvhm	iOS 20	2992	09-12-13 16:08	Saturday	774.7460609	6	6	1	6
2013	Z53CMW	2013	iOS	21-08-14 15:17	03-01-16 20:20	03-Jan-16	09-12-13 11:36	2925	162	ujvhvhm	iOS 20	2992	09-12-13 16:08	Saturday	774.7460609	6	6	1	6
2013	Z53CMW	2013	iOS	21-08-14 15:17	24-04-16 11:04	24-Apr-16	09-12-13 11:36	2925	163	ujvhvhm	iOS 20	4740	09-12-13 16:08	Saturday	694.6158971	6	6	1	6
2013	Z53CMW	2013	iOS	21-08-14 15:17	24-04-16 11:04	24-Apr-16	09-12-13 11:36	2925	166	ujvhvhm	iOS 20	4740	09-12-13 16:08	Saturday	694.6158971	6	6	1	6
2013	Z53CMW	2013	iOS	21-08-14 15:17	24-04-16 11:04	24-Apr-16	09-12-13 11:36	2925	175	ujvhvhm	iOS 20	4740	09-12-13 16:08	Saturday	694.6158971	6	6	1	6
2013	Z53CMW	2013	iOS	21-08-14 15:17	24-04-16 11:04	24-Apr-16	09-12-13 11:36	2925	191	ujvhvhm	iOS 20	4740	09-12-13 16:08	Saturday	694.6158971	6	6	1	6
2014	ZDNTT7	2014	iOS	28-05-14 9:13	01-06-14 8:47	01-Jun-14	28-05-14 9:13	3782	37	tkdnnbc	iOS 20	99	28-05-14 11:02	Saturday	76.03870812	6	6	1	6
2014	ZDNTT7	2014	iOS	28-05-14 9:13	01-06-14 8:47	01-Jun-14	28-05-14 9:13	3782	54	tkdnnbc	iOS 20	99	28-05-14 11:02	Saturday	76.03870812	6	6	1	6
2015	CPIAHO	2015	iOS	16-12-13 20:13	14-02-16 19:00	14-Feb-16	07-11-15 23:07	154	47	pewodqn	iOS 7	3555	08-11-15 15:15	Saturday	795.9735243	6	6	1	6
2015	CPIAHO	2015	iOS	16-12-13 20:13	14-02-16 19:00	14-Feb-16	07-11-15 23:07	154	54	pewodqn	iOS 7	3555	08-11-15 15:15	Saturday	795.9735243	6	6	1	6
